split,dataset,scenario,iteration,k,f1_score,accuracy
between,features,all,3,13,0.5830,0.6142
between,features,all,3,15,0.5790,0.6104
between,features,all,3,17,0.5850,0.6160
between,features,all,3,19,0.5865,0.6175
between,features,pca,3,1,0.5549,0.5867
between,features,pca,3,3,0.5628,0.5949
between,features,pca,3,5,0.5667,0.5969
between,features,pca,3,7,0.5648,0.5967
between,features,pca,3,9,0.5639,0.5956
between,features,pca,3,11,0.5630,0.5964
between,features,pca,3,13,0.5548,0.5887
between,features,pca,3,15,0.5620,0.5958
between,features,pca,3,17,0.5598,0.5938
between,features,pca,3,19,0.5632,0.5984
between,features,relieff,3,1,0.4976,0.5287
between,features,relieff,3,3,0.4956,0.5276
between,features,relieff,3,5,0.5011,0.5338
between,features,relieff,3,7,0.5024,0.5344
between,features,relieff,3,9,0.5079,0.5389
between,features,relieff,3,11,0.5123,0.5411
between,features,relieff,3,13,0.5170,0.5451
between,features,relieff,3,15,0.5167,0.5444
between,features,relieff,3,17,0.5124,0.5417
between,features,relieff,3,19,0.5157,0.5444
between,features,all,4,1,0.5825,0.6133
between,features,all,4,3,0.5867,0.6161
between,features,all,4,5,0.5886,0.6186
between,features,all,4,7,0.5912,0.6213
between,features,all,4,9,0.5898,0.6195
between,features,all,4,11,0.5940,0.6228
between,features,all,4,13,0.5889,0.6192
between,features,all,4,15,0.5922,0.6213
between,features,all,4,17,0.5919,0.6215
between,features,all,4,19,0.5910,0.6213
between,features,pca,4,1,0.5544,0.5869
between,features,pca,4,3,0.5592,0.5927
between,features,pca,4,5,0.5599,0.5930
between,features,pca,4,7,0.5619,0.5943
between,features,pca,4,9,0.5669,0.6007
between,features,pca,4,11,0.5630,0.5964
between,features,pca,4,13,0.5617,0.5959
between,features,pca,4,15,0.5590,0.5928
between,features,pca,4,17,0.5627,0.5970
between,features,pca,4,19,0.5637,0.5986
between,features,relieff,4,1,0.4967,0.5396
between,features,relieff,4,3,0.5005,0.5435
between,features,relieff,4,5,0.5017,0.5421
between,features,relieff,4,7,0.5037,0.5444
between,features,relieff,4,9,0.4990,0.5410
between,features,relieff,4,11,0.4971,0.5392
between,features,relieff,4,13,0.4965,0.5385
between,features,relieff,4,15,0.4995,0.5425
between,features,relieff,4,17,0.5010,0.5435
between,features,relieff,4,19,0.5009,0.5434
between,features,all,5,1,0.5836,0.6178
between,features,all,5,3,0.5804,0.6167
between,features,all,5,5,0.5816,0.6178
between,features,all,5,7,0.5799,0.6154
between,features,all,5,9,0.5831,0.6186
between,features,all,5,11,0.5823,0.6184
between,features,all,5,13,0.5798,0.6151
between,features,all,5,15,0.5838,0.6186
between,features,all,5,17,0.5797,0.6138
between,features,all,5,19,0.5790,0.6125
between,features,pca,5,1,0.5534,0.5900
between,features,pca,5,3,0.5623,0.5979
between,features,pca,5,5,0.5661,0.5979
between,features,pca,5,7,0.5661,0.6001
between,features,pca,5,9,0.5626,0.5975
between,features,pca,5,11,0.5637,0.5994
between,features,pca,5,13,0.5668,0.6007
between,features,pca,5,15,0.5686,0.6014
between,features,pca,5,17,0.5677,0.6016
between,features,pca,5,19,0.5652,0.5992
between,features,relieff,5,1,0.5332,0.5754
between,features,relieff,5,3,0.5365,0.5768
between,features,relieff,5,5,0.5366,0.5754
between,features,relieff,5,7,0.5441,0.5815
between,features,relieff,5,9,0.5432,0.5798
between,features,relieff,5,11,0.5399,0.5783
between,features,relieff,5,13,0.5440,0.5822
between,features,relieff,5,15,0.5460,0.5842
between,features,relieff,5,17,0.5456,0.5833
between,features,relieff,5,19,0.5462,0.5835
between,features,all,6,1,0.5863,0.6132
between,features,all,6,3,0.5796,0.6090
between,features,all,6,5,0.5795,0.6073
between,features,all,6,7,0.5827,0.6095
between,features,all,6,9,0.5782,0.6071
between,features,all,6,11,0.5815,0.6105
between,features,all,6,13,0.5827,0.6130
between,features,all,6,15,0.5808,0.6129
between,features,all,6,17,0.5787,0.6116
between,features,all,6,19,0.5786,0.6108
between,features,pca,6,1,0.5582,0.5910
between,features,pca,6,3,0.5548,0.5873
between,features,pca,6,5,0.5538,0.5864
between,features,pca,6,7,0.5576,0.5897
between,features,pca,6,9,0.5570,0.5906
between,features,pca,6,11,0.5588,0.5915
between,features,pca,6,13,0.5556,0.5890
between,features,pca,6,15,0.5582,0.5930
between,features,pca,6,17,0.5576,0.5923
between,features,pca,6,19,0.5551,0.5908
between,features,relieff,6,1,0.4803,0.5115
between,features,relieff,6,3,0.4823,0.5146
between,features,relieff,6,5,0.4879,0.5180
between,features,relieff,6,7,0.4889,0.5178
between,features,relieff,6,9,0.4888,0.5167
between,features,relieff,6,11,0.4899,0.5176
between,features,relieff,6,13,0.4955,0.5222
between,features,relieff,6,15,0.4943,0.5206
between,features,relieff,6,17,0.4964,0.5228
between,features,relieff,6,19,0.4935,0.5182
between,features,all,7,1,0.5869,0.6199
between,features,all,7,3,0.5854,0.6187
between,features,all,7,5,0.5813,0.6139
between,features,all,7,7,0.5759,0.6096
between,features,all,7,9,0.5791,0.6124
between,features,all,7,11,0.5772,0.6096
between,features,all,7,13,0.5808,0.6129
between,features,all,7,15,0.5815,0.6142
between,features,all,7,17,0.5817,0.6148
between,features,all,7,19,0.5782,0.6113
between,features,pca,7,1,0.5678,0.5969
between,features,pca,7,3,0.5663,0.5956
between,features,pca,7,5,0.5689,0.5991
between,features,pca,7,7,0.5706,0.6009
between,features,pca,7,9,0.5682,0.5976
between,features,pca,7,11,0.5611,0.5898
between,features,pca,7,13,0.5597,0.5886
between,features,pca,7,15,0.5587,0.5880
between,features,pca,7,17,0.5552,0.5845
between,features,pca,7,19,0.5516,0.5817
between,features,relieff,7,1,0.4509,0.5053
between,features,relieff,7,3,0.4449,0.4977
between,features,relieff,7,5,0.4384,0.4881
between,features,relieff,7,7,0.4393,0.4870
between,features,relieff,7,9,0.4358,0.4835
between,features,relieff,7,11,0.4339,0.4820
between,features,relieff,7,13,0.4366,0.4838
between,features,relieff,7,15,0.4378,0.4838
between,features,relieff,7,17,0.4336,0.4789
between,features,relieff,7,19,0.4365,0.4813
between,features,all,8,1,0.5948,0.6240
between,features,all,8,3,0.5978,0.6266
between,features,all,8,5,0.5967,0.6247
between,features,all,8,7,0.5971,0.6255
between,features,all,8,9,0.5951,0.6240
between,features,all,8,11,0.5956,0.6266
between,features,all,8,13,0.5966,0.6275
between,features,all,8,15,0.5913,0.6247
between,features,all,8,17,0.5910,0.6251
between,features,all,8,19,0.5869,0.6207
between,features,pca,8,1,0.5798,0.6161
between,features,pca,8,3,0.5728,0.6082
between,features,pca,8,5,0.5784,0.6135
between,features,pca,8,7,0.5799,0.6148
between,features,pca,8,9,0.5739,0.6088
between,features,pca,8,11,0.5719,0.6082
between,features,pca,8,13,0.5716,0.6093
between,features,pca,8,15,0.5695,0.6064
between,features,pca,8,17,0.5685,0.6069
between,features,pca,8,19,0.5694,0.6084
between,features,relieff,8,1,0.4673,0.5111
between,features,relieff,8,3,0.4672,0.5096
between,features,relieff,8,5,0.4667,0.5091
between,features,relieff,8,7,0.4670,0.5100
between,features,relieff,8,9,0.4633,0.5050
between,features,relieff,8,11,0.4664,0.5089
between,features,relieff,8,13,0.4705,0.5128
between,features,relieff,8,15,0.4730,0.5155
between,features,relieff,8,17,0.4741,0.5159
between,features,relieff,8,19,0.4743,0.5161
between,features,all,9,1,0.5672,0.5939
between,features,all,9,3,0.5644,0.5919
between,features,all,9,5,0.5647,0.5930
between,features,all,9,7,0.5634,0.5921
between,features,all,9,9,0.5668,0.5946
between,features,all,9,11,0.5722,0.5998
between,features,all,9,13,0.5737,0.6005
between,features,all,9,15,0.5715,0.5996
between,features,all,9,17,0.5718,0.6001
between,features,all,9,19,0.5692,0.5974
between,features,pca,9,1,0.5324,0.5633
between,features,pca,9,3,0.5285,0.5573
between,features,pca,9,5,0.5242,0.5518
between,features,pca,9,7,0.5208,0.5496
between,features,pca,9,9,0.5253,0.5534
between,features,pca,9,11,0.5268,0.5538
between,features,pca,9,13,0.5305,0.5582
between,features,pca,9,15,0.5326,0.5596
between,features,pca,9,17,0.5339,0.5598
between,features,pca,9,19,0.5311,0.5596
between,features,relieff,9,1,0.5273,0.5573
between,features,relieff,9,3,0.5318,0.5622
between,features,relieff,9,5,0.5244,0.5553
between,features,relieff,9,7,0.5319,0.5637
between,features,relieff,9,9,0.5285,0.5606
between,features,relieff,9,11,0.5300,0.5613
between,features,relieff,9,13,0.5389,0.5705
between,features,relieff,9,15,0.5386,0.5697
between,features,relieff,9,17,0.5385,0.5695
between,features,relieff,9,19,0.5332,0.5631
between,features,all,10,1,0.5904,0.6244
between,features,all,10,3,0.5988,0.6301
between,features,all,10,5,0.6051,0.6344
between,features,all,10,7,0.6171,0.6448
between,features,all,10,9,0.6209,0.6496
between,features,all,10,11,0.6153,0.6455
between,features,all,10,13,0.6169,0.6471
between,features,all,10,15,0.6151,0.6450
between,features,all,10,17,0.6249,0.6536
between,features,all,10,19,0.6239,0.6521
between,features,pca,10,1,0.5761,0.6103
between,features,pca,10,3,0.5815,0.6162
between,features,pca,10,5,0.5806,0.6135
between,features,pca,10,7,0.5809,0.6155
between,features,pca,10,9,0.5813,0.6167
between,features,pca,10,11,0.5843,0.6201
between,features,pca,10,13,0.5841,0.6196
between,features,pca,10,15,0.5899,0.6251
between,features,pca,10,17,0.5906,0.6251
between,features,pca,10,19,0.5872,0.6217
between,features,relieff,10,1,0.4960,0.5433
between,features,relieff,10,3,0.4945,0.5395
between,features,relieff,10,5,0.4981,0.5424
between,features,relieff,10,7,0.4987,0.5438
between,features,relieff,10,9,0.5009,0.5456
between,features,relieff,10,11,0.4987,0.5447
between,features,relieff,10,13,0.4970,0.5442
between,features,relieff,10,15,0.4959,0.5424
between,features,relieff,10,17,0.4953,0.5417
between,features,relieff,10,19,0.4958,0.5420
between,features,all,1,1,0.5907,0.6283
between,features,all,1,3,0.6030,0.6377
between,features,all,1,5,0.6017,0.6348
between,features,all,1,7,0.5986,0.6316
between,features,all,1,9,0.5942,0.6270
between,features,all,1,11,0.5971,0.6288
between,features,all,1,13,0.5942,0.6257
between,features,all,1,15,0.5967,0.6288
between,features,all,1,17,0.6003,0.6301
between,features,all,1,19,0.6041,0.6342
between,features,pca,1,1,0.5743,0.6117
between,features,pca,1,3,0.5777,0.6138
between,features,pca,1,5,0.5800,0.6129
between,features,pca,1,7,0.5814,0.6129
between,features,pca,1,9,0.5854,0.6160
between,features,pca,1,11,0.5841,0.6121
between,features,pca,1,13,0.5855,0.6153
between,features,pca,1,15,0.5888,0.6182
between,features,pca,1,17,0.5869,0.6151
between,features,pca,1,19,0.5883,0.6158
between,features,relieff,1,1,0.4668,0.5181
between,features,relieff,1,3,0.4683,0.5177
between,features,relieff,1,5,0.4710,0.5176
between,features,relieff,1,7,0.4672,0.5135
between,features,relieff,1,9,0.4663,0.5124
between,features,relieff,1,11,0.4623,0.5083
between,features,relieff,1,13,0.4662,0.5114
between,features,relieff,1,15,0.4676,0.5129
between,features,relieff,1,17,0.4653,0.5103
between,features,relieff,1,19,0.4731,0.5181
between,features,all,2,1,0.5997,0.6296
between,features,all,2,3,0.5968,0.6261
between,features,all,2,5,0.6011,0.6294
between,features,all,2,7,0.6034,0.6312
between,features,all,2,9,0.6019,0.6283
between,features,all,2,11,0.6014,0.6287
between,features,all,2,13,0.6069,0.6325
between,features,all,2,15,0.6068,0.6344
between,features,all,2,17,0.6058,0.6334
between,features,all,2,19,0.6060,0.6346
between,features,pca,2,1,0.5595,0.5921
between,features,pca,2,3,0.5620,0.5950
between,features,pca,2,5,0.5648,0.5986
between,features,pca,2,7,0.5670,0.5982
between,features,pca,2,9,0.5599,0.5913
between,features,pca,2,11,0.5647,0.5962
between,features,pca,2,13,0.5661,0.5977
between,features,pca,2,15,0.5671,0.5996
between,features,pca,2,17,0.5635,0.5969
between,features,pca,2,19,0.5641,0.5971
between,features,relieff,2,1,0.5281,0.5618
between,features,relieff,2,3,0.5340,0.5661
between,features,relieff,2,5,0.5292,0.5603
between,features,relieff,2,7,0.5314,0.5638
between,features,relieff,2,9,0.5359,0.5661
between,features,relieff,2,11,0.5363,0.5663
between,features,relieff,2,13,0.5367,0.5665
between,features,relieff,2,15,0.5342,0.5659
between,features,relieff,2,17,0.5339,0.5643
between,features,relieff,2,19,0.5363,0.5657
between,features,all,3,1,0.5789,0.6119
between,features,all,3,3,0.5754,0.6088
between,features,all,3,5,0.5794,0.6115
between,features,all,3,7,0.5829,0.6146
between,features,all,3,9,0.5803,0.6119
between,features,all,3,11,0.5781,0.6104
between,features,all,3,13,0.5830,0.6142
between,features,all,3,15,0.5790,0.6104
between,features,all,3,17,0.5850,0.6160
between,features,all,3,19,0.5865,0.6175
between,features,pca,3,1,0.5549,0.5867
between,features,pca,3,3,0.5628,0.5949
between,features,pca,3,5,0.5667,0.5969
between,features,pca,3,7,0.5648,0.5967
between,features,pca,3,9,0.5639,0.5956
between,features,pca,3,11,0.5630,0.5964
between,features,pca,3,13,0.5548,0.5887
between,features,pca,3,15,0.5620,0.5958
between,features,pca,3,17,0.5598,0.5938
between,features,pca,3,19,0.5632,0.5984
between,features,relieff,3,1,0.4976,0.5287
between,features,relieff,3,3,0.4956,0.5276
between,features,relieff,3,5,0.5011,0.5338
between,features,relieff,3,7,0.5024,0.5344
between,features,relieff,3,9,0.5079,0.5389
between,features,relieff,3,11,0.5123,0.5411
between,features,relieff,3,13,0.5170,0.5451
between,features,relieff,3,15,0.5167,0.5444
between,features,relieff,3,17,0.5124,0.5417
between,features,relieff,3,19,0.5157,0.5444
between,features,all,4,1,0.5825,0.6133
between,features,all,4,3,0.5867,0.6161
between,features,all,4,5,0.5886,0.6186
between,features,all,4,7,0.5912,0.6213
between,features,all,4,9,0.5898,0.6195
between,features,all,4,11,0.5940,0.6228
between,features,all,4,13,0.5889,0.6192
between,features,all,4,15,0.5922,0.6213
between,features,all,4,17,0.5919,0.6215
between,features,all,4,19,0.5910,0.6213
between,features,pca,4,1,0.5544,0.5869
between,features,pca,4,3,0.5592,0.5927
between,features,pca,4,5,0.5599,0.5930
between,features,pca,4,7,0.5619,0.5943
between,features,pca,4,9,0.5669,0.6007
between,features,pca,4,11,0.5630,0.5964
between,features,pca,4,13,0.5617,0.5959
between,features,pca,4,15,0.5590,0.5928
between,features,pca,4,17,0.5627,0.5970
between,features,pca,4,19,0.5637,0.5986
between,features,relieff,4,1,0.4967,0.5396
between,features,relieff,4,3,0.5005,0.5435
between,features,relieff,4,5,0.5017,0.5421
between,features,relieff,4,7,0.5037,0.5444
between,features,relieff,4,9,0.4990,0.5410
between,features,relieff,4,11,0.4971,0.5392
between,features,relieff,4,13,0.4965,0.5385
between,features,relieff,4,15,0.4995,0.5425
between,features,relieff,4,17,0.5010,0.5435
between,features,relieff,4,19,0.5009,0.5434
between,features,all,5,1,0.5836,0.6178
between,features,all,5,3,0.5804,0.6167
between,features,all,5,5,0.5816,0.6178
between,features,all,5,7,0.5799,0.6154
between,features,all,5,9,0.5831,0.6186
between,features,all,5,11,0.5823,0.6184
between,features,all,5,13,0.5798,0.6151
between,features,all,5,15,0.5838,0.6186
between,features,all,5,17,0.5797,0.6138
between,features,all,5,19,0.5790,0.6125
between,features,pca,5,1,0.5534,0.5900
between,features,pca,5,3,0.5623,0.5979
between,features,pca,5,5,0.5661,0.5979
between,features,pca,5,7,0.5661,0.6001
between,features,pca,5,9,0.5626,0.5975
between,features,pca,5,11,0.5637,0.5994
between,features,pca,5,13,0.5668,0.6007
between,features,pca,5,15,0.5686,0.6014
between,features,pca,5,17,0.5677,0.6016
between,features,pca,5,19,0.5652,0.5992
between,features,relieff,5,1,0.5332,0.5754
between,features,relieff,5,3,0.5365,0.5768
between,features,relieff,5,5,0.5366,0.5754
between,features,relieff,5,7,0.5441,0.5815
between,features,relieff,5,9,0.5432,0.5798
between,features,relieff,5,11,0.5399,0.5783
between,features,relieff,5,13,0.5440,0.5822
between,features,relieff,5,15,0.5460,0.5842
between,features,relieff,5,17,0.5456,0.5833
between,features,relieff,5,19,0.5462,0.5835
between,features,all,6,1,0.5863,0.6132
between,features,all,6,3,0.5796,0.6090
between,features,all,6,5,0.5795,0.6073
between,features,all,6,7,0.5827,0.6095
between,features,all,6,9,0.5782,0.6071
between,features,all,6,11,0.5815,0.6105
between,features,all,6,13,0.5827,0.6130
between,features,all,6,15,0.5808,0.6129
between,features,all,6,17,0.5787,0.6116
between,features,all,6,19,0.5786,0.6108
between,features,pca,6,1,0.5582,0.5910
between,features,pca,6,3,0.5548,0.5873
between,features,pca,6,5,0.5538,0.5864
between,features,pca,6,7,0.5576,0.5897
between,features,pca,6,9,0.5570,0.5906
between,features,pca,6,11,0.5588,0.5915
between,features,pca,6,13,0.5556,0.5890
between,features,pca,6,15,0.5582,0.5930
between,features,pca,6,17,0.5576,0.5923
between,features,pca,6,19,0.5551,0.5908
between,features,relieff,6,1,0.4803,0.5115
between,features,relieff,6,3,0.4823,0.5146
between,features,relieff,6,5,0.4879,0.5180
between,features,relieff,6,7,0.4889,0.5178
between,features,relieff,6,9,0.4888,0.5167
between,features,relieff,6,11,0.4899,0.5176
between,features,relieff,6,13,0.4955,0.5222
between,features,relieff,6,15,0.4943,0.5206
between,features,relieff,6,17,0.4964,0.5228
between,features,relieff,6,19,0.4935,0.5182
between,features,all,7,1,0.5869,0.6199
between,features,all,7,3,0.5854,0.6187
between,features,all,7,5,0.5813,0.6139
between,features,all,7,7,0.5759,0.6096
between,features,all,7,9,0.5791,0.6124
between,features,all,7,11,0.5772,0.6096
between,features,all,7,13,0.5808,0.6129
between,features,all,7,15,0.5815,0.6142
between,features,all,7,17,0.5817,0.6148
between,features,all,7,19,0.5782,0.6113
between,features,pca,7,1,0.5678,0.5969
between,features,pca,7,3,0.5663,0.5956
between,features,pca,7,5,0.5689,0.5991
between,features,pca,7,7,0.5706,0.6009
between,features,pca,7,9,0.5682,0.5976
between,features,pca,7,11,0.5611,0.5898
between,features,pca,7,13,0.5597,0.5886
between,features,pca,7,15,0.5587,0.5880
between,features,pca,7,17,0.5552,0.5845
between,features,pca,7,19,0.5516,0.5817
between,features,relieff,7,1,0.4509,0.5053
between,features,relieff,7,3,0.4449,0.4977
between,features,relieff,7,5,0.4384,0.4881
between,features,relieff,7,7,0.4393,0.4870
between,features,relieff,7,9,0.4358,0.4835
between,features,relieff,7,11,0.4339,0.4820
between,features,relieff,7,13,0.4366,0.4838
between,features,relieff,7,15,0.4378,0.4838
between,features,relieff,7,17,0.4336,0.4789
between,features,relieff,7,19,0.4365,0.4813
between,features,all,8,1,0.5948,0.6240
between,features,all,8,3,0.5978,0.6266
between,features,all,8,5,0.5967,0.6247
between,features,all,8,7,0.5971,0.6255
between,features,all,8,9,0.5951,0.6240
between,features,all,8,11,0.5956,0.6266
between,features,all,8,13,0.5966,0.6275
between,features,all,8,15,0.5913,0.6247
between,features,all,8,17,0.5910,0.6251
between,features,all,8,19,0.5869,0.6207
between,features,pca,8,1,0.5798,0.6161
between,features,pca,8,3,0.5728,0.6082
between,features,pca,8,5,0.5784,0.6135
between,features,pca,8,7,0.5799,0.6148
between,features,pca,8,9,0.5739,0.6088
between,features,pca,8,11,0.5719,0.6082
between,features,pca,8,13,0.5716,0.6093
between,features,pca,8,15,0.5695,0.6064
between,features,pca,8,17,0.5685,0.6069
between,features,pca,8,19,0.5694,0.6084
between,features,relieff,8,1,0.4673,0.5111
between,features,relieff,8,3,0.4672,0.5096
between,features,relieff,8,5,0.4667,0.5091
between,features,relieff,8,7,0.4670,0.5100
between,features,relieff,8,9,0.4633,0.5050
between,features,relieff,8,11,0.4664,0.5089
between,features,relieff,8,13,0.4705,0.5128
between,features,relieff,8,15,0.4730,0.5155
between,features,relieff,8,17,0.4741,0.5159
between,features,relieff,8,19,0.4743,0.5161
between,features,all,9,1,0.5672,0.5939
between,features,all,9,3,0.5644,0.5919
between,features,all,9,5,0.5647,0.5930
between,features,all,9,7,0.5634,0.5921
between,features,all,9,9,0.5668,0.5946
between,features,all,9,11,0.5722,0.5998
between,features,all,9,13,0.5737,0.6005
between,features,all,9,15,0.5715,0.5996
between,features,all,9,17,0.5718,0.6001
between,features,all,9,19,0.5692,0.5974
between,features,pca,9,1,0.5324,0.5633
between,features,pca,9,3,0.5285,0.5573
between,features,pca,9,5,0.5242,0.5518
between,features,pca,9,7,0.5208,0.5496
between,features,pca,9,9,0.5253,0.5534
between,features,pca,9,11,0.5268,0.5538
between,features,pca,9,13,0.5305,0.5582
between,features,pca,9,15,0.5326,0.5596
between,features,pca,9,17,0.5339,0.5598
between,features,pca,9,19,0.5311,0.5596
between,features,relieff,9,1,0.5273,0.5573
between,features,relieff,9,3,0.5318,0.5622
between,features,relieff,9,5,0.5244,0.5553
between,features,relieff,9,7,0.5319,0.5637
between,features,relieff,9,9,0.5285,0.5606
between,features,relieff,9,11,0.5300,0.5613
between,features,relieff,9,13,0.5389,0.5705
between,features,relieff,9,15,0.5386,0.5697
between,features,relieff,9,17,0.5385,0.5695
between,features,relieff,9,19,0.5332,0.5631
between,features,all,10,1,0.5904,0.6244
between,features,all,10,3,0.5988,0.6301
between,features,all,10,5,0.6051,0.6344
between,features,all,10,7,0.6171,0.6448
between,features,all,10,9,0.6209,0.6496
between,features,all,10,11,0.6153,0.6455
between,features,all,10,13,0.6169,0.6471
between,features,all,10,15,0.6151,0.6450
between,features,all,10,17,0.6249,0.6536
between,features,all,10,19,0.6239,0.6521
between,features,pca,10,1,0.5761,0.6103
between,features,pca,10,3,0.5815,0.6162
between,features,pca,10,5,0.5806,0.6135
between,features,pca,10,7,0.5809,0.6155
between,features,pca,10,9,0.5813,0.6167
between,features,pca,10,11,0.5843,0.6201
between,features,pca,10,13,0.5841,0.6196
between,features,pca,10,15,0.5899,0.6251
between,features,pca,10,17,0.5906,0.6251
between,features,pca,10,19,0.5872,0.6217
between,features,relieff,10,1,0.4960,0.5433
between,features,relieff,10,3,0.4945,0.5395
between,features,relieff,10,5,0.4981,0.5424
between,features,relieff,10,7,0.4987,0.5438
between,features,relieff,10,9,0.5009,0.5456
between,features,relieff,10,11,0.4987,0.5447
between,features,relieff,10,13,0.4970,0.5442
between,features,relieff,10,15,0.4959,0.5424
between,features,relieff,10,17,0.4953,0.5417
between,features,relieff,10,19,0.4958,0.5420
between,features,all,1,1,0.5907,0.6283
between,features,all,1,3,0.6030,0.6377
between,features,all,1,5,0.6017,0.6348
between,features,all,1,7,0.5986,0.6316
between,features,all,1,9,0.5942,0.6270
between,features,all,1,11,0.5971,0.6288
between,features,all,1,13,0.5942,0.6257
between,features,all,1,15,0.5967,0.6288
between,features,all,1,17,0.6003,0.6301
between,features,all,1,19,0.6041,0.6342
between,features,pca,1,1,0.5743,0.6117
between,features,pca,1,3,0.5777,0.6138
between,features,pca,1,5,0.5800,0.6129
between,features,pca,1,7,0.5814,0.6129
between,features,pca,1,9,0.5854,0.6160
between,features,pca,1,11,0.5841,0.6121
between,features,pca,1,13,0.5855,0.6153
between,features,pca,1,15,0.5888,0.6182
between,features,pca,1,17,0.5869,0.6151
between,features,pca,1,19,0.5883,0.6158
between,features,relieff,1,1,0.4668,0.5181
between,features,relieff,1,3,0.4683,0.5177
between,features,relieff,1,5,0.4710,0.5176
between,features,relieff,1,7,0.4672,0.5135
between,features,relieff,1,9,0.4663,0.5124
between,features,relieff,1,11,0.4623,0.5083
between,features,relieff,1,13,0.4662,0.5114
between,features,relieff,1,15,0.4676,0.5129
between,features,relieff,1,17,0.4653,0.5103
between,features,relieff,1,19,0.4731,0.5181
between,features,all,2,1,0.5997,0.6296
between,features,all,2,3,0.5968,0.6261
between,features,all,2,5,0.6011,0.6294
between,features,all,2,7,0.6034,0.6312
between,features,all,2,9,0.6019,0.6283
between,features,all,2,11,0.6014,0.6287
between,features,all,2,13,0.6069,0.6325
between,features,all,2,15,0.6068,0.6344
between,features,all,2,17,0.6058,0.6334
between,features,all,2,19,0.6060,0.6346
between,features,pca,2,1,0.5595,0.5921
between,features,pca,2,3,0.5620,0.5950
between,features,pca,2,5,0.5648,0.5986
between,features,pca,2,7,0.5670,0.5982
between,features,pca,2,9,0.5599,0.5913
between,features,pca,2,11,0.5647,0.5962
between,features,pca,2,13,0.5661,0.5977
between,features,pca,2,15,0.5671,0.5996
between,features,pca,2,17,0.5635,0.5969
between,features,pca,2,19,0.5641,0.5971
between,features,relieff,2,1,0.5281,0.5618
between,features,relieff,2,3,0.5340,0.5661
between,features,relieff,2,5,0.5292,0.5603
between,features,relieff,2,7,0.5314,0.5638
between,features,relieff,2,9,0.5359,0.5661
between,features,relieff,2,11,0.5363,0.5663
between,features,relieff,2,13,0.5367,0.5665
between,features,relieff,2,15,0.5342,0.5659
between,features,relieff,2,17,0.5339,0.5643
between,features,relieff,2,19,0.5363,0.5657
between,features,all,3,1,0.5789,0.6119
between,features,all,3,3,0.5754,0.6088
between,features,all,3,5,0.5794,0.6115
between,features,all,3,7,0.5829,0.6146
between,features,all,3,9,0.5803,0.6119
between,features,all,3,11,0.5781,0.6104
between,features,all,3,13,0.5830,0.6142
between,features,all,3,15,0.5790,0.6104
between,features,all,3,17,0.5850,0.6160
between,features,all,3,19,0.5865,0.6175
between,features,pca,3,1,0.5549,0.5867
between,features,pca,3,3,0.5628,0.5949
between,features,pca,3,5,0.5667,0.5969
between,features,pca,3,7,0.5648,0.5967
between,features,pca,3,9,0.5639,0.5956
between,features,pca,3,11,0.5630,0.5964
between,features,pca,3,13,0.5548,0.5887
between,features,pca,3,15,0.5620,0.5958
between,features,pca,3,17,0.5598,0.5938
between,features,pca,3,19,0.5632,0.5984
between,features,relieff,3,1,0.4976,0.5287
between,features,relieff,3,3,0.4956,0.5276
between,features,relieff,3,5,0.5011,0.5338
between,features,relieff,3,7,0.5024,0.5344
between,features,relieff,3,9,0.5079,0.5389
between,features,relieff,3,11,0.5123,0.5411
between,features,relieff,3,13,0.5170,0.5451
between,features,relieff,3,15,0.5167,0.5444
between,features,relieff,3,17,0.5124,0.5417
between,features,relieff,3,19,0.5157,0.5444
between,features,all,4,1,0.5825,0.6133
between,features,all,4,3,0.5867,0.6161
between,features,all,4,5,0.5886,0.6186
between,features,all,4,7,0.5912,0.6213
between,features,all,4,9,0.5898,0.6195
between,features,all,4,11,0.5940,0.6228
between,features,all,4,13,0.5889,0.6192
between,features,all,4,15,0.5922,0.6213
between,features,all,4,17,0.5919,0.6215
between,features,all,4,19,0.5910,0.6213
between,features,pca,4,1,0.5544,0.5869
between,features,pca,4,3,0.5592,0.5927
between,features,pca,4,5,0.5599,0.5930
between,features,pca,4,7,0.5619,0.5943
between,features,pca,4,9,0.5669,0.6007
between,features,pca,4,11,0.5630,0.5964
between,features,pca,4,13,0.5617,0.5959
between,features,pca,4,15,0.5590,0.5928
between,features,pca,4,17,0.5627,0.5970
between,features,pca,4,19,0.5637,0.5986
between,features,relieff,4,1,0.4967,0.5396
between,features,relieff,4,3,0.5005,0.5435
between,features,relieff,4,5,0.5017,0.5421
between,features,relieff,4,7,0.5037,0.5444
between,features,relieff,4,9,0.4990,0.5410
between,features,relieff,4,11,0.4971,0.5392
between,features,relieff,4,13,0.4965,0.5385
between,features,relieff,4,15,0.4995,0.5425
between,features,relieff,4,17,0.5010,0.5435
between,features,relieff,4,19,0.5009,0.5434
between,features,all,5,1,0.5836,0.6178
between,features,all,5,3,0.5804,0.6167
between,features,all,5,5,0.5816,0.6178
between,features,all,5,7,0.5799,0.6154
between,features,all,5,9,0.5831,0.6186
between,features,all,5,11,0.5823,0.6184
between,features,all,5,13,0.5798,0.6151
between,features,all,5,15,0.5838,0.6186
between,features,all,5,17,0.5797,0.6138
between,features,all,5,19,0.5790,0.6125
between,features,pca,5,1,0.5534,0.5900
